연번,행정동,설치장소,관리부서,전화번호,위도,경도
304,도계동,경상남도 창원시 의창구 하남천서길 9번길 9 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2603789,128.6380179
305,도계동,경상남도 창원시 의창구 하남천서길 5번길 14 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2606497,128.6374454
306,도계동,경상남도 창원시 의창구 하남천서길 11번길 20-1 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2602143,128.6387825
307,도계동,경상남도 창원시 의창구 도계로 35-8 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2610725,128.6362994
308,도계동,경상남도 창원시 의창구 하남천서길 51번길 39 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2616897,128.6368763
309,도계동,경상남도 창원시 의창구 하남천서길 51번길 39 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2616897,128.6368763
310,도계동,경상남도 창원시 의창구 하남천서길 51번길 32-1 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2622513,128.6374524
311,도계동,경상남도 창원시 의창구 하남천서길 51번길 24 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2626778,128.6381869
312,도계동,경상남도 창원시 의창구 도계두리길 6번길 35 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2616618,128.6356405
313,도계동,경상남도 창원시 의창구 도계로 17번길 3 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2604123,128.6339595
314,도계동,경상남도 창원시 의창구 도계두리길 16-1번길 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2607876,128.6319853
315,도계동,경상남도 창원시 의창구 도계로 50번길 5-4 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2594915,128.6365935
316,도계동,경상남도 창원시 의창구 도계로 50번길 15 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2590005,128.6357288
317,도계동,경상남도 창원시 의창구 도계로 8번길 9-5 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2592817,128.6342664
318,도계동,경상남도 창원시 의창구 도계로 4번길 21-18 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2582147,128.6352778
319,반송동,경상남도 창원시 성산구 반송로 52,경상남도 창원시 성산구청 환경과,055-272-4521,35.24066,128.662663
320,웅남동,경상남도 창원시 성산구 대방동 343-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2156378,128.7094455
321,성주동,경상남도 창원시 성산구 외리로14번길 18,경상남도 창원시 성산구청 환경과,055-272-4521,35.1993976,128.7110496
322,사파동,경상남도 창원시 성산구 사파동 105-7,경상남도 창원시 성산구청 환경과,055-272-4521,35.2219089,128.6987192
323,반송동,경상남도 창원시 성산구 반지동 59-1 앞,경상남도 창원시 성산구청 환경과,055-272-4521,35.237716,128.6646622
324,반송동,경상남도 창원시 성산구 반지동 71-14,경상남도 창원시 성산구청 환경과,055-272-4521,35.2382624,128.6613516
325,반송동,경상남도 창원시 성산구 반지동 109-18,경상남도 창원시 성산구청 환경과,055-272-4521,35.2433499,128.6573676
326,반송동,경상남도 창원시 성산구 반지동 111-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2431344,128.6566713
327,반송동,경상남도 창원시 성산구 토월동 121-4,경상남도 창원시 성산구청 환경과,055-272-4521,35.230605,128.7012817
328,반송동,경상남도 창원시 성산구 반지동 115-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2422008,128.6545815
329,반송동,경상남도 창원시 성산구 반지동 118-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2419667,128.6541027
330,반송동,경상남도 창원시 성산구 반지동 92-20,경상남도 창원시 성산구청 환경과,055-272-4521,35.2406938,128.6557474
331,반송동,경상남도 창원시 성산구 반지로15번길 30,경상남도 창원시 성산구청 환경과,055-272-4521,35.2405874,128.6570489
332,반송동,경상남도 창원시 성산구 반지동 97-12번지 ,경상남도 창원시 성산구청 환경과,055-272-4521,35.2408712,128.6579154
333,반송동,경상남도 창원시 성산구 반지동 89-11,경상남도 창원시 성산구청 환경과,055-272-4521,35.2407079,128.6591941
334,상남동,경상남도 창원시 성산구 상남동 102-8,경상남도 창원시 성산구청 환경과,055-272-4521,35.2157934,128.6850198
335,반송동,경상남도 창원시 성산구 반지동 63-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2387036,128.6636194
336,반송동,경상남도 창원시 성산구 반지동 503-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.24029,128.6561498
337,반송동,경상남도 창원시 성산구 반송로 61번길,경상남도 창원시 성산구청 환경과,055-272-4521,35.240994,128.663566
338,반송동,경상남도 창원시 성산구 반지동 42-11,경상남도 창원시 성산구청 환경과,055-272-4521,35.2427012,128.6642415
339,반송동,경상남도 창원시 성산구 반지동 88-11,경상남도 창원시 성산구청 환경과,055-272-4521,35.2405113,128.6596044
340,반송동,경상남도 창원시 성산구 반지로4번길 49,경상남도 창원시 성산구청 환경과,055-272-4521,35.237019,128.6638466
341,반송동,경상남도 창원시 성산구 창원천로188번길 31-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2411633,128.6593647
342,반송동,경상남도 창원시 성산구 반지동 67-17,경상남도 창원시 성산구청 환경과,055-272-4521,35.2392287,128.663711
343,반송동,경상남도 창원시 성산구 충혼로175번길 20,경상남도 창원시 성산구청 환경과,055-272-4521,35.2407694,128.6640461
344,반송동,경상남도 창원시 성산구 창원천로 132,경상남도 창원시 성산구청 환경과,055-272-4521,35.2417086,128.6535991
345,반송동,경상남도 창원시 성산구 반지동 113-18,경상남도 창원시 성산구청 환경과,055-272-4521,35.2425682,128.6553502
346,반송동,경상남도 창원시 성산구 반지동 111-16,경상남도 창원시 성산구청 환경과,055-272-4521,35.243085,128.6564988
347,반송동,경상남도 창원시 성산구 반지동 508-4,경상남도 창원시 성산구청 환경과,055-272-4521,35.2436395,128.6581322
348,반송동,경상남도 창원시 성산구 창원천로 188,경상남도 창원시 성산구청 환경과,055-272-4521,35.2438103,128.6591934
349,사파동,경상남도 창원시 성산구 사파동 130-12,경상남도 창원시 성산구청 환경과,055-272-4521,35.2241039,128.6956865
350,사파동,경상남도 창원시 성산구 사파동 123-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2246492,128.6983546
351,사파동,경상남도 창원시 성산구 사파동 17-5,경상남도 창원시 성산구청 환경과,055-272-4521,35.2293613,128.6970009
352,사파동,경상남도 창원시 성산구 사파동 35-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2307591,128.7020739
353,사파동,경상남도 창원시 성산구 사파동 40-8,경상남도 창원시 성산구청 환경과,055-272-4521,35.2289678,128.7031464
354,사파동,경상남도 창원시 성산구 사파동 99-3,경상남도 창원시 성산구청 환경과,055-272-4521,35.22162,128.7000929
355,사파동,경상남도 창원시 성산구 사파동 53-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2282549,128.7021735
356,사파동,경상남도 창원시 성산구 사파동 57-7,경상남도 창원시 성산구청 환경과,055-272-4521,35.2260793,128.7026176
357,사파동,경상남도 창원시 성산구 사파동 46-5,경상남도 창원시 성산구청 환경과,055-272-4521,35.228054,128.7011604
358,반송동,경상남도 창원시 성산구 반지동 47-8,경상남도 창원시 성산구청 환경과,055-272-4521,35.241722,128.6642144
359,사파동,경상남도 창원시 성산구 사파동 39-19,경상남도 창원시 성산구청 환경과,055-272-4521,35.2298454,128.7037304
360,사파동,경상남도 창원시 성산구 사파동 44-5,경상남도 창원시 성산구청 환경과,055-272-4521,35.2284825,128.7018908
361,사파동,성산구 사파동 96-6번지 지하층 ,경상남도 창원시 성산구청 환경과,055-272-4521,35.2208659,128.7007233
362,가음정동,경상남도 창원시 성산구 반지동 106-18,경상남도 창원시 성산구청 환경과,055-272-4521,35.2437,128.6587454
363,가음정동,경상남도 창원시 성산구 가음로73번길 25,경상남도 창원시 성산구청 환경과,055-272-4521,35.2073673,128.7054327
364,사파동,경상남도 창원시 성산구 비음로 92-7,경상남도 창원시 성산구청 환경과,055-272-4521,35.2246009,128.702639
365,가음정동,경상남도 창원시 성산구 남양동 505-7,경상남도 창원시 성산구청 환경과,055-272-4521,35.2082371,128.70289
366,사파동,경상남도 창원시 성산구 창이대로664번길 34,경상남도 창원시 성산구청 환경과,055-272-4521,35.2227221,128.6961604
367,사파동,경상남도 창원시 성산구 사파동 73-8,경상남도 창원시 성산구청 환경과,055-272-4521,35.2222332,128.7020888
368,사파동,경상남도 창원시 성산구 창이대로719번길 29,경상남도 창원시 성산구청 환경과,055-272-4521,35.221999,128.7043561
369,사파동,경상남도 창원시 성산구 사파동 90-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2211008,128.7029439
370,사파동,경상남도 창원시 성산구 사파동 91-7,경상남도 창원시 성산구청 환경과,055-272-4521,35.2203055,128.7026607
371,사파동,경상남도 창원시 성산구 사파동 60-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.2255075,128.7014715
372,사파동,경상남도 창원시 성산구 사파동 108-15,경상남도 창원시 성산구청 환경과,055-272-4521,35.2211027,128.6989801
373,성주동,경상남도 창원시 성산구 성주동 135-8,경상남도 창원시 성산구청 환경과,055-272-4521,35.1978015,128.7129332
374,사파동,경상남도 창원시 성산구 사파동 108-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.2207493,128.6981769
375,사파동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구청 환경과,055-272-4521,35.223438,128.699303
376,사파동,경상남도 창원시 성산구 사파동 71-8,경상남도 창원시 성산구청 환경과,055-272-4521,35.2214964,128.7032159
377,사파동,경상남도 창원시 창이대로695번길 12-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2233959,128.7022955
378,사파동,경상남도 창원시 성산구 사파동 63-6,경상남도 창원시 성산구청 환경과,055-272-4521,35.2242709,128.7023405
379,사파동,경상남도 창원시 성산구 사파동 17-8,경상남도 창원시 성산구청 환경과,055-272-4521,35.2290403,128.6969221
380,사파동,경상남도 창원시 성산구 사파동 38-15,경상남도 창원시 성산구청 환경과,055-272-4521,35.2303057,128.7036695
381,사파동,경상남도 창원시 성산구 토월동 360-4,경상남도 창원시 성산구청 환경과,055-272-4521,35.2276597,128.7036403
382,성주동,경상남도 창원시 성산구 안민동 143-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.1859153,128.6907029
383,성주동,경상남도 창원시 성산구 성주동 534-3,경상남도 창원시 성산구청 환경과,055-272-4521,35.2003377,128.7111906
384,용지동,경상남도 창원시 성산구 신월동 13-19,경상남도 창원시 성산구청 환경과,055-272-4521,35.2305801,128.6944618
385,성주동,경상남도 창원시 성산구 삼정자로43번길 24-3,경상남도 창원시 성산구청 환경과,055-272-4521,35.2002278,128.7105645
386,중앙동,경상남도 창원시 성산구 중앙동 5-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.2287361,128.6766534
387,성주동,경상남도 창원시 성산구 성주동 130-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.1991877,128.7116994
388,중앙동,경상남도 창원시 성산구 외동반림로20번길 23,경상남도 창원시 성산구청 환경과,055-272-4521,35.2236627,128.6741572
389,중앙동,경상남도 창원시 성산구 중앙동 41-7,경상남도 창원시 성산구청 환경과,055-272-4521,35.2235729,128.6723644
390,성주동,경상남도 창원시 성산구 성주동 140-11,경상남도 창원시 성산구청 환경과,055-272-4521,35.1959313,128.7114625
391,성주동,경상남도 창원시 성산구 삼정자동 392,경상남도 창원시 성산구청 환경과,055-272-4521,35.198771,128.7131704
392,가음정동,경상남도 창원시 성산구 가음로101번길 12,경상남도 창원시 성산구청 환경과,055-272-4521,35.2050831,128.7048643
393,성주동,경상남도 창원시 성산구 삼정자로52번길 11-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.1969781,128.7128041
394,상남,경상남도 창원시 성산구 상남동 51-13,경상남도 창원시 성산구청 환경과,055-272-4521,35.2154174,128.6891112
395,상남동,경상남도 창원시 성산구 상남동 101-15,경상남도 창원시 성산구청 환경과,055-272-4521,35.2169499,128.6831916
396,중앙동,경상남도 창원시 성산구 중앙동 155-6,경상남도 창원시 성산구청 환경과,055-272-4521,35.219806,128.6732142
397,상남동,경상남도 창원시 성산구 상남동 54-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.2146954,128.6880694
398,상남동,경상남도 창원시 성산구 상남동 514-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2154538,128.6880864
399,상남동,경상남도 창원시 성산구 상남동 39-11번지 1층,경상남도 창원시 성산구청 환경과,055-272-4521,35.2189145,128.6822969
400,중앙동,경상남도 창원시 성산구 용지로21번길 30,경상남도 창원시 성산구청 환경과,055-272-4521,35.2201826,128.6728311
401,중앙동,경상남도 창원시 성산구 외동반림로6번길 11,경상남도 창원시 성산구청 환경과,055-272-4521,35.222041,128.6746676
402,중앙동,경상남도 창원시 성산구 외동반림로54번길 3-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2246144,128.6729345
403,중앙동,경상남도 창원시 성산구 중앙동 33-12,경상남도 창원시 성산구청 환경과,055-272-4521,35.2249912,128.674911
404,중앙동,경상남도 창원시 성산구 외동반림로126번길 46,경상남도 창원시 성산구청 환경과,055-272-4521,35.2277456,128.6755731
405,상남동,경상남도 창원시 성산구 상남동 94-2,경상남도 창원시 성산구청 환경과,055-272-4521,35.217266,128.6844431
406,중앙동,경상남도 창원시 성산구 원이대로566번길 27-33,경상남도 창원시 성산구청 환경과,055-272-4521,35.2263081,128.6771211
407,중앙동,경상남도 창원시 성산구 중앙동 25-20,경상남도 창원시 성산구청 환경과,055-272-4521,35.2283273,128.6728831
408,중앙동,경상남도 창원시 성산구 중앙동 20-2 여우비어린이공원,경상남도 창원시 성산구청 환경과,055-272-4521,35.2274033,128.6750509
409,중앙동,경상남도 창원시 성산구 중앙동 66-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.2251623,128.6772778
410,가음정동,경상남도 창원시 성산구 가음동 45-18,경상남도 창원시 성산구청 환경과,055-272-4521,35.2047369,128.700743
411,가음정동,경상남도 창원시 성산구 가양로34번길 7,경상남도 창원시 성산구청 환경과,055-272-4521,35.2049203,128.6996058
412,중앙동,경상남도 창원시 성산구 중앙동 157-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.219154,128.6726629
413,상남동,경상남도 창원시 성산구 상남동 510-12,경상남도 창원시 성산구청 환경과,055-272-4521,35.217514,128.6843893
414,상남동,경상남도 창원시 성산구 단정로58번길 9-19,경상남도 창원시 성산구청 환경과,055-272-4521,35.2172111,128.6865764
415,상남동,경상남도 창원시 성산구 상남동 86-21,경상남도 창원시 성산구청 환경과,055-272-4521,35.2180111,128.6860965
416,상남동,경상남도 창원시 성산구 상남동 86-12,경상남도 창원시 성산구청 환경과,055-272-4521,35.2171966,128.687342
417,사파동,경상남도 창원시 성산구 가음로57번길 12-29,경상남도 창원시 성산구청 환경과,055-272-4521,35.2070316,128.7035694
418,사파동,경상남도 창원시 성산구 사파동 48-7,경상남도 창원시 성산구청 환경과,055-272-4521,35.227454,128.7000535
419,가음정동,경상남도 창원시 성산구 가음로92번길 12-4,경상남도 창원시 성산구청 환경과,055-272-4521,35.2046661,128.7024472
420,가음정동,경상남도 창원시 성산구 남양동 43-8,경상남도 창원시 성산구청 환경과,055-272-4521,35.2043743,128.7048073
421,가음정동,경상남도 창원시 성산구 남양동 32-20,경상남도 창원시 성산구청 환경과,055-272-4521,35.2082033,128.7032407
422,중앙동,경상남도 창원시 성산구 대원로27번길 30,경상남도 창원시 성산구청 환경과,055-272-4521,35.2325932,128.6502137
423,용지동,경상남도 창원시 성산구 신월로17번길 39,경상남도 창원시 성산구청 환경과,055-272-4521,35.2329538,128.693167
424,용지동,경상남도 창원시 성산구 상남로184번길 51,경상남도 창원시 성산구청 환경과,055-272-4521,35.2258353,128.6917268
425,용지동,경상남도 창원시 성산구 신월동 65-12,경상남도 창원시 성산구청 환경과,055-272-4521,35.2286189,128.6900482
426,용지동,경상남도 창원시 성산구 신월로17번길 39,경상남도 창원시 성산구청 환경과,055-272-4521,35.2329538,128.693167
427,용지동,경상남도 창원시 성산구 상남로184번길 51,경상남도 창원시 성산구청 환경과,055-272-4521,35.2258353,128.6917268
428,용지동,경상남도 창원시 성산구 신월동 65-12,경상남도 창원시 성산구청 환경과,055-272-4521,35.2286189,128.6900482
429,용지동,경상남도 창원시 성산구 신월로17번길 39,경상남도 창원시 성산구청 환경과,055-272-4521,35.2329538,128.693167
430,용지동,경상남도 창원시 성산구 신월동 12-149,경상남도 창원시 성산구청 환경과,055-272-4521,35.2308097,128.6922012
431,용지동,경상남도 창원시 성산구 상남로230번길 31,경상남도 창원시 성산구청 환경과,055-272-4521,35.2304391,128.6928129
432,용지동,경상남도 창원시 성산구 신월동 17-6,경상남도 창원시 성산구청 환경과,055-272-4521,35.2280697,128.6961981
433,용지동,경상남도 창원시 성산구 신월동 13-19,경상남도 창원시 성산구청 환경과,055-272-4521,35.2305801,128.6944618
434,중앙동,경상남도 창원시 성산구 중앙동 5-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.2287361,128.6766534
435,용지동,경상남도 창원시 성산구 신월로17번길 23,경상남도 창원시 성산구청 환경과,055-272-4521,35.2318516,128.6921925
436,용지동,경상남도 창원시 성산구 신월동 12-124,경상남도 창원시 성산구청 환경과,055-272-4521,35.2319077,128.6926815
437,중앙동,경상남도 창원시 성산구 외동반림로 5,경상남도 창원시 성산구청 환경과,055-272-4521,35.2210983,128.673695
438,용지동,경상남도 창원시 성산구 신월동 501-10,경상남도 창원시 성산구청 환경과,055-272-4521,35.2276827,128.6953928
439,용지동,경상남도 창원시 성산구 신월동 23,경상남도 창원시 성산구청 환경과,055-272-4521,35.2273127,128.6946008
440,용지동,경상남도 창원시 성산구 신월로59번길 16-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2273216,128.6952077
441,용지동,경상남도 창원시 성산구 신월동 44-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2298883,128.6891004
442,용지동,경상남도 창원시 성산구 신월동 43,경상남도 창원시 성산구청 환경과,055-272-4521,35.2299418,128.689671
443,용지동,경상남도 창원시 성산구 신월동 85-3,경상남도 창원시 성산구청 환경과,055-272-4521,35.2250791,128.691729
444,용지동,경상남도 창원시 성산구 신월동 12-124,경상남도 창원시 성산구청 환경과,055-272-4521,35.2319077,128.6926815
445,용지동,경상남도 창원시 성산구 신월동 16-2,경상남도 창원시 성산구청 환경과,055-272-4521,35.2288557,128.6956746
446,용지동,경상남도 창원시 성산구 신월동 12-198,경상남도 창원시 성산구청 환경과,055-272-4521,35.2313297,128.6932828
447,용지동,경상남도 창원시 성산구 신월동 12-6,경상남도 창원시 성산구청 환경과,055-272-4521,35.232233,128.6929659
448,용지동,경상남도 창원시 성산구 창이대로600번길 4,경상남도 창원시 성산구청 환경과,055-272-4521,35.229964,128.6951622
449,용지동,경상남도 창원시 성산구 신월동 20-20,경상남도 창원시 성산구청 환경과,055-272-4521,35.228661,128.6943196
450,용지동,경상남도 창원시 성산구 신월동 21-20,경상남도 창원시 성산구청 환경과,055-272-4521,35.2283282,128.6940379
451,용지동,경상남도 창원시 성산구 신월동 32-13,경상남도 창원시 성산구청 환경과,055-272-4521,35.2276623,128.6935725
452,용지동,경상남도 창원시 성산구 신월동 38-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.2309986,128.6914503
453,용지동,경상남도 창원시 성산구 상남로230번길 39,경상남도 창원시 성산구청 환경과,055-272-4521,35.2299947,128.6936539
454,용지동,경상남도 창원시 성산구 상남로230번길 77,경상남도 창원시 성산구청 환경과,055-272-4521,35.2276251,128.6965201
455,용지동,경상남도 창원시 성산구 사파정동 144,경상남도 창원시 성산구청 환경과,055-272-4521,35.2192087,128.7081119
456,용지동,경상남도 창원시 성산구 신월동 86-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.223832,128.6939704
457,용지동,경상남도 창원시 성산구 외동반림로266번길 25-9,경상남도 창원시 성산구청 환경과,055-272-4521,35.239569,128.683171
458,용지동,경상남도 창원시 성산구 외동반림로266번길 31-10,경상남도 창원시 성산구청 환경과,055-272-4521,35.2391334,128.6840143
459,용지동,경상남도 창원시 성산구 상남로230번길 51,경상남도 창원시 성산구청 환경과,055-272-4521,35.2294004,128.6946839
460,용지동,경상남도 창원시 성산구 용호동 9-1,경상남도 창원시 성산구청 환경과,055-272-4521,35.2380725,128.6867987
461,용지동,경상남도 창원시 성산구 용호동 38-12,경상남도 창원시 성산구청 환경과,055-272-4521,35.2404926,128.6834013
462,용지동,경상남도 창원시 성산구 신월동 502-3,경상남도 창원시 성산구청 환경과,055-272-4521,35.2241805,128.6929686
463,중앙동,경상남도 창원시 성산구 대원동 105-13,경상남도 창원시 성산구청 환경과,055-272-4521,35.2308342,128.6522852
464,중앙동,경상남도 창원시 성산구 대원동 33-5,경상남도 창원시 성산구청 환경과,055-272-4521,35.2332763,128.6520051
465,중앙동,경상남도 창원시 성산구 대원동 33-5,경상남도 창원시 성산구청 환경과,055-272-4521,35.2332763,128.6520051
466,중앙동,경상남도 창원시 성산구 대원동 99-2,경상남도 창원시 성산구청 환경과,055-272-4521,35.2330848,128.6532151
467,중앙동,경상남도 창원시 성산구 대원동 108-7,경상남도 창원시 성산구청 환경과,055-272-4521,35.232219,128.6539149
468,중앙동,경상남도 창원시 성산구 대원동 98-3,경상남도 창원시 성산구청 환경과,055-272-4521,35.2328918,128.6516444
469,중앙동,창원시 성산구 외동 853-20,경상남도 창원시 성산구청 환경과,055-272-4521,35.2117305,128.6788737
470,중앙동,경상남도 창원시 성산구 대원동 66,경상남도 창원시 성산구청 환경과,055-272-4521,35.2307835,128.6533923
471,중앙동,경상남도 창원시 성산구 대원동 107-11,경상남도 창원시 성산구청 환경과,055-272-4521,35.2318756,128.6537617
472,용지동,경상남도 창원시 성산구 용호동 9-4,경상남도 창원시 성산구청 환경과,055-272-4521,35.2377567,128.6872386
473,반송동,경상남도 창원시 성산구 반지동 33-1번지 1층,경상남도 창원시 성산구청 환경과,055-272-4521,35.2430012,128.662574
474,구산면,경상남도 창원시 마산합포구 구산면 유산1길 11 (유산마을회관),경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1302364,128.5565928
475,구산면,경상남도 창원시 마산합포구 구산면 유천길 84 (유천마을회관),경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1314302,128.5635192
476,구산면,경상남도 창원시 마산합포구 구산면 구산로 566-1 (수정회관),경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1206135,128.5802819
477,구산면,경상남도 창원시 마산합포구 구산면 내포2길 88 (내포 마을회관),경상남도 창원시 마산합포구청 환경과,055-220-4521,35.098486,128.579062
478,구산면,경상남도 창원시 마산합포구 구산면 반동길 3 (구산농협 앞),경상남도 창원시 마산합포구청 환경과,055-220-4521,35.086559,128.5853025
479,구산면,경상남도 창원시 마산합포구 구산면 난포해안길 41-1 (난포회관 앞),경상남도 창원시 마산합포구청 환경과,055-220-4521,35.0808466,128.6053225
480,구산면,경상남도 창원시 마산합포구 구산면 심리1길 40-1 (심리마을회관 앞),경상남도 창원시 마산합포구청 환경과,055-220-4521,35.0694948,128.6071007
481,구산면,경상남도 창원시 마산합포구 구산면 이순신로718 (뱃머리식당옆),경상남도 창원시 마산합포구청 환경과,055-220-4521,35.0678381,128.6287595
482,진동면,경상남도 창원시 마산합포구 신서촌로 11 진동면 행정복지센터,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1158406,128.4843082
483,진동면,경상남도 창원시 마산합포구 진동면 교동1길 7,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1196565,128.4947309
484,진동면,경상남도 창원시 마산합포구 진동면 문화마당길 193,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1184813,128.4949493
485,진동면,경상남도 창원시 마산합포구 진동면 신성산3길 10,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1166815,128.4921294
486,진동면,경상남도 창원시 마산합포구 진동면 신성산2길 31,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1156244,128.4907295
487,진동면,경상남도 창원시 마산합포구 진동면 신성산2길 26,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1157947,128.4902706
488,진동면,경상남도 창원시 마산합포구 진동면 신성산1길 24-6,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1160665,128.4910102
489,진동면,경상남도 창원시 마산합포구 진동면 신성산1길 23-16,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1168233,128.4920108
490,진동면,경상남도 창원시 마산합포구 진동면 신성산1길 13,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1168626,128.490997
491,진동면,경상남도 창원시 마산합포구 진동면 진동사동로 14,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.118177,128.486522
492,진동면,경상남도 창원시 마산합포구 진동면 신서촌2길 10-34,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1191855,128.4876188
493,진동면,경상남도 창원시 마산합포구 진동면 신서촌3길 67,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1176102,128.4854616
494,진동면,경상남도 창원시 마산합포구 진동면 신서촌1길 36,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1164915,128.4856402
495,진동면,경상남도 창원시 마산합포구 진동면 신서촌3길 19,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.11575,128.4853938
496,진동면,경상남도 창원시 마산합포구 진동면 신서촌3길 11,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1154043,128.4857863
497,진북면,경상남도 창원시 마산합포구 진북면 지산4길 47,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1172324,128.4695967
498,진북면,경상남도 창원시 마산합포구 진북면 지산3길 41,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1168875,128.4671142
499,진북면,경상남도 창원시 마산합포구 진북면 지산1길 45,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1152805,128.4661059
500,진북면,경상남도 창원시 마산합포구 진북면지산1길 72,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1159951,128.4648177
501,진전면,경상남도 창원시 마산합포구 진전면 오서로 23,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.104044,128.4166442
502,진전면,경상남도 창원시 마산합포구 진전면 오서로 3,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1022688,128.4158433
503,진전면,경상남도 창원시 마산합포구 진전면 대실로 120,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1018568,128.4151557
504,진전면,경상남도 창원시 마산합포구 진전면 대실로 129,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1020902,128.416416
505,진전면,경상남도 창원시 마산합포구 진전면 대실로 141,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1022104,128.41767
506,현동,경상남도 창원시 마산합포구 예곡길 31,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1679155,128.5539953
507,현동,경상남도 창원시 마산합포구 예곡길 33-43,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.167077,128.5539187
508,현동,경상남도 창원시 마산합포구 우산길 19 (우산마을회관앞),경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1583541,128.5541192
509,가포동,경상남도 창원시 마산합포구 가포해안길 89,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1707967,128.5739436
510,가포동,경상남도 창원시 마산합포구 가포순환로 220,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1692749,128.5692686
511,가포동,경상남도 창원시 마산합포구 가포로 48-3,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1777505,128.561841
512,가포동,경상남도 창원시 마산합포구 가포로 56-1,경상남도 창원시 마산합포구청 환경과,055-220-4521,35.1777272,128.5626388
